id,tag,timestamp,value
315,episode reward,1671013244713,-165.76976013183594
316,episode reward,1671013251916,-167.841064453125
317,episode reward,1671013259314,-183.1044158935547
318,episode reward,1671013266478,-166.10423278808594
319,episode reward,1671013273546,-186.9305877685547
320,episode reward,1671013302090,-209.8928680419922
321,episode reward,1671013308925,-205.30606079101562
322,episode reward,1671013315671,-174.23130798339844
323,episode reward,1671013322403,-232.52369689941406
324,episode reward,1671013329069,-192.55772399902344
325,episode reward,1671013335860,-177.28750610351562
326,episode reward,1671013342735,-210.05270385742188
327,episode reward,1671013349440,-169.63455200195312
328,episode reward,1671013356139,-180.80421447753906
329,episode reward,1671013362897,-253.33212280273438
330,episode reward,1671013394171,-189.60690307617188
331,episode reward,1671013400893,-205.1267852783203
332,episode reward,1671013407613,-190.57762145996094
333,episode reward,1671013414307,-191.45863342285156
334,episode reward,1671013421096,-187.99502563476562
335,episode reward,1671013427826,-181.2802276611328
336,episode reward,1671013434589,-180.4700927734375
337,episode reward,1671013441508,-189.06475830078125
338,episode reward,1671013448218,-175.9757080078125
339,episode reward,1671013455025,-213.77725219726562
340,episode reward,1671013486341,-199.25787353515625
341,episode reward,1671013493158,-204.43643188476562
342,episode reward,1671013499947,-215.8564453125
343,episode reward,1671013506843,-215.62696838378906
344,episode reward,1671013513689,-211.43128967285156
345,episode reward,1671013520527,-268.1163024902344
346,episode reward,1671013527586,-205.72239685058594
347,episode reward,1671013534396,-248.25819396972656
348,episode reward,1671013541372,-201.78099060058594
349,episode reward,1671013548198,-242.9503173828125
350,episode reward,1671013578568,-212.3200225830078
351,episode reward,1671013585401,-213.542724609375
352,episode reward,1671013592249,-194.9910888671875
353,episode reward,1671013599140,-251.62380981445312
354,episode reward,1671013606025,-219.0601348876953
355,episode reward,1671013612882,-253.2035675048828
356,episode reward,1671013619715,-272.86810302734375
357,episode reward,1671013626538,-238.0432586669922
358,episode reward,1671013633356,-227.064697265625
359,episode reward,1671013640214,-198.20443725585938
360,episode reward,1671013667215,-270.7498474121094
361,episode reward,1671013674056,-236.27711486816406
362,episode reward,1671013680892,-241.46261596679688
363,episode reward,1671013687769,-203.45053100585938
364,episode reward,1671013694684,-192.3091583251953
365,episode reward,1671013701625,-241.36744689941406
366,episode reward,1671013708455,-262.2514343261719
367,episode reward,1671013715415,-197.24586486816406
368,episode reward,1671013722305,-210.56959533691406
369,episode reward,1671013729243,-211.89004516601562
370,episode reward,1671013757220,-234.11276245117188
371,episode reward,1671013764083,-220.95883178710938
372,episode reward,1671013770981,-240.6814727783203
373,episode reward,1671013777814,-212.92352294921875
374,episode reward,1671013784671,-258.3568420410156
375,episode reward,1671013791643,-238.2882843017578
376,episode reward,1671013798487,-212.8136444091797
377,episode reward,1671013805698,-187.6091766357422
378,episode reward,1671013812595,-214.46295166015625
379,episode reward,1671013819495,-194.4933319091797
380,episode reward,1671013848683,-223.79925537109375
381,episode reward,1671013855733,-249.56817626953125
382,episode reward,1671013862693,-202.78916931152344
383,episode reward,1671013869567,-212.3018035888672
384,episode reward,1671013876542,-218.6164093017578
385,episode reward,1671013883534,-239.6554412841797
386,episode reward,1671013890479,-222.27255249023438
387,episode reward,1671013897451,-215.9541473388672
388,episode reward,1671013904340,-234.22288513183594
